Category,Order Date,Sub-Category,Sales
Office Supplies,6/5/2021,Storage,124.608
Office Supplies,6/25/2021,Storage,254.352
Office Supplies,7/18/2021,Storage,284.08
Office Supplies,7/29/2021,Storage,84.784
Office Supplies,8/30/2021,Storage,54.224
Office Supplies,11/28/2021,Storage,32.544
Office Supplies,3/11/2022,Storage,43.28
Office Supplies,4/20/2022,Storage,51.336
Office Supplies,4/20/2022,Storage,332.704
Office Supplies,4/28/2022,Storage,8.384
Office Supplies,6/1/2022,Storage,324.744
Office Supplies,6/22/2022,Storage,8.928
Office Supplies,7/7/2022,Storage,13.392
Office Supplies,7/25/2022,Storage,259.92
Office Supplies,8/15/2022,Storage,1801.632
Office Supplies,10/13/2022,Storage,59.712
Office Supplies,10/21/2022,Storage,71.376
Office Supplies,10/30/2022,Storage,11.168
Office Supplies,11/12/2022,Storage,221.024
Office Supplies,11/21/2022,Storage,39.296
Office Supplies,12/1/2022,Storage,37.392
Office Supplies,9/28/2019,Storage,10.688
Office Supplies,10/19/2019,Storage,56.56
Office Supplies,9/8/2020,Storage,6.68
Office Supplies,6/28/2021,Storage,37.68
Office Supplies,5/18/2022,Storage,19.44
Office Supplies,10/19/2022,Storage,16.68
Office Supplies,5/23/2020,Storage,51.45
Office Supplies,6/26/2021,Storage,14.9
Office Supplies,9/19/2021,Storage,69.52
Office Supplies,9/19/2021,Storage,1606.23
Office Supplies,10/4/2021,Storage,119.1
Office Supplies,12/2/2021,Storage,2079.4
Office Supplies,10/8/2022,Storage,42.76
Office Supplies,10/17/2022,Storage,49.96
Office Supplies,12/8/2022,Storage,592.74
Office Supplies,1/23/2021,Storage,1564.29
Office Supplies,11/3/2019,Supplies,11.64
Office Supplies,5/17/2021,Supplies,65.17
Office Supplies,10/21/2021,Supplies,7.36
Office Supplies,6/29/2022,Supplies,30.69
Office Supplies,2/13/2022,Supplies,25.02
Office Supplies,12/2/2022,Supplies,4.36
Office Supplies,12/14/2022,Supplies,25.71
Office Supplies,8/29/2021,Supplies,27.93
Office Supplies,9/19/2021,Supplies,27.93
Office Supplies,5/12/2022,Supplies,17
Office Supplies,12/21/2022,Supplies,69.5
Office Supplies,11/11/2019,Supplies,7.3
Office Supplies,5/8/2020,Supplies,357.93
Office Supplies,5/17/2020,Supplies,55.6
Office Supplies,12/29/2020,Supplies,6.36
Office Supplies,2/19/2021,Supplies,25.71
Office Supplies,4/1/2021,Supplies,63.84
Office Supplies,4/1/2021,Supplies,10.95
Office Supplies,4/18/2021,Supplies,6.84
Office Supplies,4/19/2021,Supplies,7.76
Office Supplies,4/19/2021,Supplies,54.9
Office Supplies,5/28/2021,Supplies,54.9
Office Supplies,6/23/2021,Supplies,835.17
Office Supplies,9/1/2021,Supplies,10.95
Office Supplies,9/4/2021,Supplies,22.72
Office Supplies,12/12/2021,Supplies,35.52
Office Supplies,3/23/2022,Supplies,347.58
Office Supplies,4/4/2022,Supplies,240.37
Office Supplies,4/23/2022,Supplies,54.9
Office Supplies,4/23/2022,Supplies,122.71
Office Supplies,6/26/2022,Supplies,28.4
Office Supplies,8/6/2022,Supplies,70.12
Office Supplies,11/5/2020,Supplies,27.2
Office Supplies,11/21/2020,Supplies,15.88
Office Supplies,11/10/2021,Supplies,14.72
Office Supplies,12/11/2021,Supplies,13.52
Office Supplies,12/30/2021,Supplies,13.712
Office Supplies,11/2/2022,Supplies,384.592
Office Supplies,12/14/2019,Supplies,25.71
Office Supplies,12/14/2022,Supplies,26.25
Office Supplies,11/3/2019,Supplies,286.344
Office Supplies,8/21/2020,Supplies,3.488
Office Supplies,9/3/2020,Supplies,666.248
Office Supplies,9/22/2020,Supplies,55.6
Office Supplies,4/5/2021,Supplies,769.184
Office Supplies,7/14/2021,Supplies,11.632
Office Supplies,7/16/2021,Supplies,5.84
Office Supplies,7/18/2022,Supplies,9.184
Office Supplies,7/25/2022,Supplies,37.752
Office Supplies,9/22/2022,Supplies,4663.736
Office Supplies,9/25/2022,Supplies,190.896
Office Supplies,12/22/2022,Supplies,695.16
Office Supplies,6/12/2021,Appliances,208.16
Office Supplies,9/14/2019,Appliances,13
Office Supplies,3/24/2020,Appliances,6.992
Office Supplies,11/5/2020,Appliances,387.136
Office Supplies,7/23/2021,Appliances,23.696
Office Supplies,11/11/2021,Appliances,671.544
Office Supplies,11/24/2021,Appliances,42.384
Office Supplies,12/18/2021,Appliances,194.528
Office Supplies,3/21/2022,Appliances,64.384
Office Supplies,4/1/2022,Appliances,20.808
Office Supplies,6/3/2022,Appliances,5.2
Office Supplies,6/3/2022,Appliances,24.472
Office Supplies,8/23/2022,Appliances,161.376
Office Supplies,8/27/2022,Appliances,14.336
Office Supplies,10/3/2022,Appliances,17.92
Office Supplies,11/11/2022,Appliances,1158.12
Office Supplies,11/18/2022,Appliances,389.056
Office Supplies,11/22/2019,Appliances,675.12
Office Supplies,8/23/2020,Appliances,25.86
Office Supplies,8/23/2020,Appliances,542.94
Office Supplies,2/19/2022,Appliances,1245.86
Office Supplies,3/8/2022,Appliances,647.84
Office Supplies,5/18/2022,Appliances,17.24
Office Supplies,7/10/2022,Appliances,41.91
Office Supplies,9/21/2022,Appliances,80.48
Office Supplies,1/9/2020,Appliances,163.44
Office Supplies,12/7/2020,Appliances,152.94
Office Supplies,3/3/2022,Appliances,72.8
Office Supplies,5/26/2022,Appliances,208.44
Office Supplies,6/16/2022,Appliances,180.66
Office Supplies,9/11/2022,Appliances,195.68
Office Supplies,12/9/2022,Appliances,214.9
Office Supplies,8/13/2021,Appliances,17.34
Office Supplies,3/5/2022,Appliances,262.24
Office Supplies,12/7/2022,Appliances,320.64
Office Supplies,9/12/2019,Appliances,166.84
Office Supplies,11/4/2019,Appliances,58.24
Office Supplies,3/21/2020,Appliances,962.08
Office Supplies,11/30/2020,Appliances,98.352
Office Supplies,1/22/2021,Appliances,64.864
Office Supplies,8/9/2021,Appliances,569.536
Office Supplies,9/2/2021,Appliances,309.456
Office Supplies,12/16/2021,Appliances,34.944
Office Supplies,3/10/2022,Appliances,48.784
Office Supplies,4/28/2022,Appliances,28.08
Office Supplies,7/29/2022,Appliances,34.848
Office Supplies,9/14/2022,Appliances,942.784
Office Supplies,11/4/2022,Appliances,167.44
Office Supplies,11/6/2022,Appliances,499.584
Office Supplies,11/27/2022,Appliances,43.584
Office Supplies,12/3/2022,Appliances,45.216
Office Supplies,9/30/2019,Appliances,69.216
Office Supplies,11/15/2019,Appliances,333.056
Office Supplies,12/20/2019,Appliances,43.512
Office Supplies,3/18/2021,Appliances,871.8
Office Supplies,9/4/2021,Appliances,87.168
Office Supplies,5/13/2022,Appliances,20.768
Office Supplies,6/15/2022,Appliances,76.608
Office Supplies,8/13/2022,Appliances,272.048
Office Supplies,9/7/2022,Appliances,81.568
Office Supplies,12/22/2022,Appliances,59.24
Office Supplies,10/5/2020,Appliances,28.84
Office Supplies,10/30/2020,Appliances,182.91
Office Supplies,11/2/2020,Appliances,197.72
Office Supplies,11/8/2020,Appliances,44.43
Office Supplies,11/14/2020,Appliances,826.11
Office Supplies,12/20/2020,Appliances,36.27
Office Supplies,12/23/2020,Appliances,194.32
Office Supplies,3/13/2021,Appliances,160.32
Office Supplies,4/18/2021,Appliances,203.92
Office Supplies,10/15/2021,Appliances,43.26
Office Supplies,12/1/2021,Appliances,2104.55
Office Supplies,7/15/2022,Appliances,179.94
Office Supplies,9/11/2022,Appliances,67.9
Office Supplies,11/17/2022,Appliances,35.04
Office Supplies,11/28/2019,Art,14.67
Office Supplies,3/22/2020,Art,19.56
Office Supplies,6/13/2020,Art,24.78
Office Supplies,8/5/2021,Art,197.05
Office Supplies,9/29/2021,Art,25.92
Office Supplies,1/26/2022,Art,15.47
Office Supplies,6/11/2022,Art,3.76
Office Supplies,5/1/2021,Art,11.16
Office Supplies,12/25/2021,Art,19.89
Office Supplies,10/20/2022,Art,13.36
Office Supplies,11/4/2022,Art,4.3
Office Supplies,9/20/2019,Art,2.816
Office Supplies,12/23/2019,Art,1.344
Office Supplies,1/24/2020,Art,13.12
Office Supplies,4/26/2020,Art,2.624
Office Supplies,5/1/2020,Art,172.704
Office Supplies,6/8/2020,Art,4.448
Office Supplies,6/11/2020,Art,60.768
Office Supplies,6/18/2020,Art,13.632
Office Supplies,10/9/2020,Art,37.376
Office Supplies,10/23/2020,Art,10.688
Office Supplies,11/12/2020,Art,11.76
Office Supplies,1/5/2021,Art,5.248
Office Supplies,5/14/2021,Art,4.768
Office Supplies,7/23/2021,Art,35.216
Office Supplies,10/1/2021,Art,30.976
Office Supplies,12/31/2021,Art,47.616
Office Supplies,4/7/2022,Art,16.256
Office Supplies,4/30/2022,Art,15.528
Office Supplies,10/20/2022,Art,4.448
Office Supplies,10/21/2022,Art,17.856
Office Supplies,10/27/2022,Art,6.576
Office Supplies,11/3/2022,Art,55.984
Office Supplies,11/13/2022,Art,2.064
Office Supplies,12/2/2022,Art,47.96
Office Supplies,12/11/2022,Art,13.584
Office Supplies,12/17/2019,Art,40.05
Office Supplies,3/16/2020,Art,2.74
Office Supplies,3/16/2020,Art,8.34
Office Supplies,6/28/2020,Art,140.75
Office Supplies,12/10/2020,Art,1.78
Office Supplies,4/16/2021,Art,12.84
Office Supplies,6/30/2021,Art,35.97
Office Supplies,9/27/2021,Art,13.89
Office Supplies,11/10/2021,Art,41.86
Office Supplies,9/18/2022,Art,113.94
Office Supplies,9/19/2022,Art,35.4
Office Supplies,9/22/2022,Art,17.94
Office Supplies,9/24/2022,Art,12.72
Office Supplies,9/24/2022,Art,14.28
Office Supplies,11/26/2022,Art,12.84
Office Supplies,11/1/2019,Art,5.64
Office Supplies,11/21/2019,Art,5.46
Office Supplies,1/9/2020,Art,42.76
Office Supplies,8/21/2020,Art,17.52
Office Supplies,8/21/2020,Art,35.76
Office Supplies,9/4/2021,Art,5.28
Office Supplies,11/3/2021,Art,7.98
Office Supplies,11/3/2021,Art,8.75
Office Supplies,12/29/2022,Art,34.58
Office Supplies,6/11/2020,Art,56.3
Office Supplies,7/24/2021,Art,73.2
Office Supplies,12/14/2020,Art,56.3
Office Supplies,2/14/2021,Art,264.18
Office Supplies,5/15/2021,Art,8.34
Office Supplies,5/15/2021,Art,91.96
Office Supplies,5/28/2021,Art,185.88
Office Supplies,10/3/2019,Art,6.192
Office Supplies,11/1/2019,Art,10.272
Office Supplies,11/12/2019,Art,7.872
Office Supplies,5/31/2020,Art,10.272
Office Supplies,8/13/2020,Art,64.68
Office Supplies,9/7/2020,Art,140.736
Office Supplies,11/25/2020,Art,13.12
Office Supplies,12/3/2020,Art,9.344
Office Supplies,1/8/2021,Art,47.616
Office Supplies,9/2/2021,Art,19.456
Office Supplies,11/19/2021,Art,18.48
Office Supplies,4/11/2022,Art,1.752
Office Supplies,4/11/2022,Art,20.992
Office Supplies,6/16/2022,Art,14.016
Office Supplies,7/3/2022,Art,9.552
Office Supplies,7/29/2022,Art,4.368
Office Supplies,9/13/2022,Art,15.92
Office Supplies,11/20/2022,Art,23.968
Office Supplies,11/20/2022,Art,28.728
Office Supplies,11/23/2022,Art,3.304
Office Supplies,11/27/2022,Art,8.76
Office Supplies,12/2/2022,Art,32.776
Office Supplies,12/18/2022,Art,12.672
Office Supplies,11/28/2019,Art,13.12
Office Supplies,7/16/2021,Art,22.32
Office Supplies,11/15/2019,Art,4.224
Office Supplies,7/9/2020,Art,5.16
Office Supplies,9/22/2020,Art,2.816
Office Supplies,12/4/2020,Art,36.96
Office Supplies,5/29/2021,Art,4.448
Office Supplies,9/4/2021,Art,31.744
Office Supplies,9/10/2021,Art,67.56
Office Supplies,9/22/2021,Art,40.776
Office Supplies,12/1/2021,Art,4.704
Office Supplies,12/11/2021,Art,6.672
Office Supplies,4/25/2022,Art,42.048
Office Supplies,4/25/2022,Art,67.92
Office Supplies,8/25/2022,Art,9.728
Office Supplies,9/5/2022,Art,71.96
Office Supplies,12/22/2022,Art,23.128
Office Supplies,12/23/2022,Art,12.264
Office Supplies,10/21/2019,Art,2.84
Office Supplies,3/29/2020,Art,5.56
Office Supplies,10/5/2020,Art,46.2
Office Supplies,11/8/2020,Art,27.9
Office Supplies,11/8/2020,Art,265.86
Office Supplies,5/9/2021,Art,27.86
Office Supplies,5/12/2021,Art,10.96
Office Supplies,7/2/2021,Art,7.7
Office Supplies,4/15/2022,Art,4.89
Office Supplies,5/6/2022,Art,54.66
Office Supplies,6/13/2022,Art,181.86
Office Supplies,7/21/2022,Art,19.68
Office Supplies,7/21/2022,Art,101.94
Office Supplies,11/2/2022,Art,5.56
Office Supplies,11/19/2022,Art,22.96
Office Supplies,12/2/2022,Art,34.65
Office Supplies,12/19/2019,Binders,152.76
Office Supplies,6/13/2020,Binders,19.14
Office Supplies,5/29/2021,Binders,22.75
Office Supplies,6/12/2021,Binders,16.74
Office Supplies,9/29/2021,Binders,62.94
Office Supplies,11/26/2021,Binders,33.75
Office Supplies,11/26/2021,Binders,91.68
Office Supplies,1/6/2022,Binders,33.74
Office Supplies,1/26/2022,Binders,7.16
Office Supplies,5/19/2022,Binders,26.16
Office Supplies,9/2/2019,Binders,1793.98
Office Supplies,11/27/2020,Binders,6.24
Office Supplies,6/6/2021,Binders,11.67
Office Supplies,6/6/2021,Binders,64.14
Office Supplies,3/12/2022,Binders,40.41
Office Supplies,6/4/2022,Binders,9.54
Office Supplies,6/4/2022,Binders,108.08
Office Supplies,9/22/2022,Binders,691.96
Office Supplies,10/20/2022,Binders,145.85
Office Supplies,11/30/2019,Binders,6.642
Office Supplies,12/16/2019,Binders,1.167
Office Supplies,12/19/2019,Binders,4.812
Office Supplies,6/8/2020,Binders,18.264
Office Supplies,6/9/2020,Binders,38.52
Office Supplies,6/9/2020,Binders,64.2
Office Supplies,6/11/2020,Binders,3.768
Office Supplies,6/11/2020,Binders,78.6
Office Supplies,9/6/2020,Binders,3.444
Office Supplies,10/9/2020,Binders,1.872
Office Supplies,10/9/2020,Binders,11.214
Office Supplies,11/7/2020,Binders,16.146
Office Supplies,11/7/2020,Binders,1345.485
Office Supplies,11/12/2020,Binders,4.662
Office Supplies,11/12/2020,Binders,5.238
Office Supplies,11/13/2020,Binders,121.104
Office Supplies,11/20/2020,Binders,7.23
Office Supplies,11/20/2020,Binders,62.88
Office Supplies,12/4/2020,Binders,8.226
Office Supplies,12/11/2020,Binders,12.828
Office Supplies,2/21/2021,Binders,3.762
Office Supplies,2/21/2021,Binders,34.86
Office Supplies,5/14/2021,Binders,10.38
Office Supplies,5/14/2021,Binders,13.392
Office Supplies,5/14/2021,Binders,57.582
Office Supplies,5/15/2021,Binders,7.764
Office Supplies,5/17/2021,Binders,2.952
Office Supplies,5/17/2021,Binders,27.018
Office Supplies,5/20/2021,Binders,2.694
Office Supplies,6/14/2021,Binders,39.936
Office Supplies,7/29/2021,Binders,2.214
Office Supplies,9/22/2021,Binders,7.506
Office Supplies,10/1/2021,Binders,5.388
Office Supplies,10/21/2021,Binders,28.752
Office Supplies,10/28/2021,Binders,38.19
Office Supplies,10/28/2021,Binders,37.425
Office Supplies,11/11/2021,Binders,9.888
Office Supplies,11/26/2021,Binders,3.744
Office Supplies,11/28/2021,Binders,7.434
Office Supplies,12/18/2021,Binders,254.058
Office Supplies,1/7/2022,Binders,2.808
Office Supplies,2/3/2022,Binders,3.882
Office Supplies,3/28/2022,Binders,68.742
Office Supplies,4/7/2022,Binders,5.328
Office Supplies,4/9/2022,Binders,17.43
Office Supplies,4/10/2022,Binders,4.419
Office Supplies,4/15/2022,Binders,15.57
Office Supplies,4/30/2022,Binders,4.842
Office Supplies,6/3/2022,Binders,4.554
Office Supplies,9/21/2022,Binders,12.294
Office Supplies,9/24/2022,Binders,15.57
Office Supplies,10/27/2022,Binders,5.607
Office Supplies,11/3/2022,Binders,4.086
Office Supplies,11/10/2022,Binders,11.52
Office Supplies,11/18/2022,Binders,20.232
Office Supplies,12/2/2022,Binders,45.66
Office Supplies,9/14/2019,Binders,7.16
Office Supplies,11/22/2019,Binders,319.9
Office Supplies,3/1/2020,Binders,58.72
Office Supplies,3/16/2020,Binders,6354.95
Office Supplies,6/23/2020,Binders,165.98
Office Supplies,6/28/2020,Binders,119.56
Office Supplies,8/13/2020,Binders,5.64
Office Supplies,12/14/2020,Binders,3.76
Office Supplies,12/25/2020,Binders,157.9
Office Supplies,1/31/2021,Binders,1270.99
Office Supplies,2/12/2021,Binders,15.92
Office Supplies,3/27/2021,Binders,32.54
Office Supplies,7/14/2021,Binders,36.4
Office Supplies,11/14/2021,Binders,8.26
Office Supplies,3/31/2022,Binders,34.54
Office Supplies,3/31/2022,Binders,64.12
Office Supplies,4/8/2022,Binders,2690.97
Office Supplies,5/5/2022,Binders,34.5
Office Supplies,5/18/2022,Binders,113.94
Office Supplies,5/25/2022,Binders,29.84
Office Supplies,6/12/2022,Binders,91.2
Office Supplies,9/10/2022,Binders,2.78
Office Supplies,9/24/2022,Binders,38.71
Office Supplies,12/13/2019,Binders,12.39
Office Supplies,4/21/2020,Binders,21.3
Office Supplies,5/9/2020,Binders,48.81
Office Supplies,7/24/2020,Binders,90.06
Office Supplies,7/24/2020,Binders,135.09
Office Supplies,12/31/2020,Binders,60.64
Office Supplies,12/31/2020,Binders,76.3
Office Supplies,12/31/2020,Binders,94.74
Office Supplies,12/31/2020,Binders,364.8
Office Supplies,2/16/2021,Binders,5.8
Office Supplies,9/4/2021,Binders,113.94
Office Supplies,5/27/2022,Binders,58.34
Office Supplies,8/17/2022,Binders,102.93
Office Supplies,9/2/2022,Binders,1577.94
Office Supplies,10/16/2022,Binders,124.75
Office Supplies,11/19/2022,Binders,21.96
Office Supplies,11/24/2022,Binders,2.88
Office Supplies,12/9/2022,Binders,15.92
Office Supplies,12/9/2022,Binders,29.36
Office Supplies,12/29/2022,Binders,12.53
Office Supplies,6/11/2020,Binders,36.26
Office Supplies,9/3/2021,Binders,87.28
Office Supplies,5/30/2022,Binders,3.89
Office Supplies,8/11/2022,Binders,477.51
Office Supplies,1/24/2021,Binders,31.36
Office Supplies,5/15/2021,Binders,511.84
Office Supplies,7/19/2021,Binders,8.6
Office Supplies,7/19/2021,Binders,77.56
Office Supplies,12/20/2021,Binders,15.42
Office Supplies,3/5/2022,Binders,234.36
Office Supplies,12/10/2022,Binders,45.84
Office Supplies,9/13/2019,Binders,18.648
Office Supplies,11/3/2019,Binders,14.301
Office Supplies,3/21/2020,Binders,12.843
Office Supplies,5/20/2020,Binders,6.408
Office Supplies,7/2/2020,Binders,2.892
Office Supplies,7/5/2020,Binders,7.23
Office Supplies,9/13/2020,Binders,13.092
Office Supplies,10/2/2020,Binders,7.38
Office Supplies,11/8/2020,Binders,39.879
Office Supplies,11/30/2020,Binders,6.048
Office Supplies,12/3/2020,Binders,95.97
Office Supplies,1/8/2021,Binders,30.828
Office Supplies,4/15/2021,Binders,189.588
Office Supplies,5/30/2021,Binders,3.282
Office Supplies,7/29/2021,Binders,27.396
Office Supplies,8/13/2021,Binders,11.232
Office Supplies,9/2/2021,Binders,17.22
Office Supplies,9/2/2021,Binders,22.911
Office Supplies,9/6/2021,Binders,3.204
Office Supplies,10/10/2021,Binders,4.095
Office Supplies,10/28/2021,Binders,17.616
Office Supplies,12/24/2021,Binders,27.882
Office Supplies,1/2/2022,Binders,15.66
Office Supplies,1/2/2022,Binders,28.854
Office Supplies,1/21/2022,Binders,35.784
Office Supplies,3/10/2022,Binders,13.092
Office Supplies,5/6/2022,Binders,68.541
Office Supplies,5/27/2022,Binders,12.06
Office Supplies,6/11/2022,Binders,4.572
Office Supplies,10/7/2022,Binders,50.454
Office Supplies,10/19/2022,Binders,1633.188
Office Supplies,11/6/2022,Binders,13.272
Office Supplies,11/24/2022,Binders,19.008
Office Supplies,12/3/2022,Binders,28.782
Office Supplies,11/28/2019,Binders,45.66
Office Supplies,9/21/2020,Binders,14.6
Office Supplies,7/1/2021,Binders,14.2
Office Supplies,7/1/2021,Binders,58.34
Office Supplies,7/16/2021,Binders,6.46
Office Supplies,7/16/2021,Binders,24.1
Office Supplies,11/24/2022,Binders,327.84
Office Supplies,12/21/2022,Binders,23.88
Office Supplies,12/21/2019,Binders,18.24
Office Supplies,4/5/2020,Binders,157.794
Office Supplies,6/18/2020,Binders,6.129
Office Supplies,9/20/2020,Binders,1369.764
Office Supplies,9/22/2020,Binders,3.204
Office Supplies,9/25/2020,Binders,2.469
Office Supplies,9/25/2020,Binders,3.264
Office Supplies,9/25/2020,Binders,6.336
Office Supplies,11/22/2020,Binders,2.946
Office Supplies,12/4/2020,Binders,1598.058
Office Supplies,3/19/2021,Binders,31.086
Office Supplies,5/1/2021,Binders,2.742
Office Supplies,5/29/2021,Binders,11.277
Office Supplies,8/9/2021,Binders,4.338
Office Supplies,8/9/2021,Binders,11.88
Office Supplies,9/5/2021,Binders,86.058
Office Supplies,12/9/2021,Binders,2.946
Office Supplies,12/29/2021,Binders,2.808
Office Supplies,12/29/2021,Binders,38.088
Office Supplies,1/14/2022,Binders,2.508
Office Supplies,1/14/2022,Binders,5.97
Office Supplies,4/6/2022,Binders,8.1
Office Supplies,8/13/2022,Binders,1614.582
Office Supplies,8/16/2022,Binders,13.428
Office Supplies,10/2/2022,Binders,27.36
Office Supplies,10/2/2022,Binders,34.236
Office Supplies,11/4/2022,Binders,3.564
Office Supplies,11/24/2022,Binders,11.673
Office Supplies,9/10/2019,Binders,9.64
Office Supplies,10/13/2019,Binders,15.18
Office Supplies,12/20/2019,Binders,62.31
Office Supplies,4/16/2020,Binders,9.14
Office Supplies,6/9/2020,Binders,113.1
Office Supplies,6/18/2020,Binders,33.02
Office Supplies,6/18/2020,Binders,34.6
Office Supplies,6/26/2020,Binders,43.04
Office Supplies,6/26/2020,Binders,143.96
Office Supplies,9/6/2020,Binders,46.62
Office Supplies,12/1/2020,Binders,63.96
Office Supplies,2/2/2021,Binders,36.4
Office Supplies,3/13/2021,Binders,46
Office Supplies,7/25/2021,Binders,10.44
Office Supplies,8/13/2021,Binders,22.32
Office Supplies,10/15/2021,Binders,232.96
Office Supplies,3/27/2022,Binders,17.76
Office Supplies,7/21/2022,Binders,14.94
Office Supplies,3/16/2020,Envelopes,7.38
Office Supplies,7/25/2020,Envelopes,98.46
Office Supplies,12/27/2020,Envelopes,105.42
Office Supplies,12/23/2022,Envelopes,182.94
Office Supplies,12/12/2019,Envelopes,23.472
Office Supplies,3/12/2020,Envelopes,8.688
Office Supplies,12/21/2020,Envelopes,27.312
Office Supplies,6/22/2022,Envelopes,37.608
Office Supplies,8/27/2022,Envelopes,2.896
Office Supplies,9/3/2022,Envelopes,24.448
Office Supplies,12/22/2022,Envelopes,7.824
Office Supplies,11/22/2019,Envelopes,11.36
Office Supplies,11/22/2019,Envelopes,16.23
Office Supplies,2/3/2020,Envelopes,74.52
Office Supplies,5/15/2020,Envelopes,17.94
Office Supplies,9/4/2020,Envelopes,15.28
Office Supplies,1/31/2021,Envelopes,125.36
Office Supplies,2/5/2021,Envelopes,167.96
Office Supplies,4/8/2021,Envelopes,17.92
Office Supplies,10/28/2020,Envelopes,10.67
Office Supplies,11/30/2020,Envelopes,17.48
Office Supplies,11/30/2020,Envelopes,71.88
Office Supplies,11/2/2022,Envelopes,5.32
Office Supplies,3/5/2022,Envelopes,42.68
Office Supplies,5/14/2022,Envelopes,48.69
Office Supplies,5/26/2020,Envelopes,12.224
Office Supplies,9/3/2020,Envelopes,200.984
Office Supplies,9/6/2021,Envelopes,95.952
Office Supplies,10/14/2021,Envelopes,35.008
Office Supplies,1/14/2022,Envelopes,21.744
Office Supplies,5/9/2022,Envelopes,65.232
Office Supplies,5/23/2020,Envelopes,186.69
Office Supplies,9/21/2020,Envelopes,121.96
Office Supplies,7/16/2021,Envelopes,10.2
Office Supplies,12/18/2020,Envelopes,55.936
Office Supplies,9/5/2021,Envelopes,23.472
Office Supplies,1/14/2022,Envelopes,18.336
Office Supplies,8/13/2022,Envelopes,14.76
Office Supplies,11/24/2022,Envelopes,64.848
Office Supplies,10/13/2019,Envelopes,36.4
Office Supplies,2/7/2020,Envelopes,311.15
Office Supplies,9/16/2020,Envelopes,31.12
Office Supplies,11/14/2020,Envelopes,33.96
Office Supplies,4/12/2021,Envelopes,63.9
Office Supplies,5/30/2021,Envelopes,26.55
Office Supplies,9/11/2021,Envelopes,11.09
Office Supplies,10/15/2021,Envelopes,66.54
Office Supplies,11/1/2021,Envelopes,251.79
Office Supplies,10/26/2022,Envelopes,251.58
Office Supplies,12/25/2022,Fasteners,3.62
Office Supplies,4/8/2021,Fasteners,30
Office Supplies,12/16/2019,Fasteners,1.984
Office Supplies,2/5/2021,Fasteners,9.45
Office Supplies,1/24/2022,Fasteners,5.67
Office Supplies,11/3/2021,Fasteners,20
Office Supplies,11/4/2021,Fasteners,10.74
Office Supplies,9/11/2022,Fasteners,14.2
Office Supplies,8/8/2021,Fasteners,23.34
Office Supplies,10/24/2022,Fasteners,11.68
Office Supplies,11/1/2019,Fasteners,7.52
Office Supplies,11/4/2019,Fasteners,8.376
Office Supplies,11/8/2020,Fasteners,31.504
Office Supplies,10/7/2022,Fasteners,18.936
Office Supplies,10/24/2019,Fasteners,11.85
Office Supplies,3/23/2020,Fasteners,31.56
Office Supplies,9/6/2020,Fasteners,7.24
Office Supplies,11/22/2020,Fasteners,55.104
Office Supplies,8/13/2022,Fasteners,24.32
Office Supplies,9/8/2019,Fasteners,45
Office Supplies,9/12/2021,Fasteners,11.34
Office Supplies,3/26/2022,Fasteners,3.76
Office Supplies,11/19/2022,Fasteners,25.06
Office Supplies,3/16/2020,Labels,491.55
Office Supplies,4/2/2022,Labels,14.94
Office Supplies,10/11/2019,Labels,7.31
Office Supplies,9/22/2019,Labels,4.608
Office Supplies,6/8/2020,Labels,9
Office Supplies,8/9/2020,Labels,4.608
Office Supplies,12/20/2020,Labels,11.696
Office Supplies,3/4/2021,Labels,10.08
Office Supplies,8/27/2021,Labels,9.216
Office Supplies,9/18/2021,Labels,3
Office Supplies,9/22/2021,Labels,16.56
Office Supplies,4/1/2022,Labels,6.264
Office Supplies,4/9/2022,Labels,15.12
Office Supplies,4/30/2022,Labels,4.608
Office Supplies,4/30/2022,Labels,11.952
Office Supplies,5/1/2022,Labels,4.608
Office Supplies,6/26/2022,Labels,13.872
Office Supplies,9/24/2022,Labels,235.944
Office Supplies,1/13/2020,Labels,9.82
Office Supplies,8/23/2020,Labels,8.64
Office Supplies,5/22/2021,Labels,14.73
Office Supplies,3/8/2022,Labels,20.7
Office Supplies,9/24/2022,Labels,15.75
Office Supplies,11/3/2022,Labels,12.39
Office Supplies,7/3/2020,Labels,294.93
Office Supplies,12/27/2021,Labels,2.61
Office Supplies,10/30/2022,Labels,30
Office Supplies,12/9/2022,Labels,5.76
Office Supplies,10/13/2022,Labels,11.07
Office Supplies,11/1/2019,Labels,47.808
Office Supplies,3/9/2020,Labels,4.608
Office Supplies,3/12/2020,Labels,5.04
Office Supplies,7/5/2020,Labels,11.784
Office Supplies,11/8/2020,Labels,5.04
Office Supplies,7/21/2021,Labels,6.264
Office Supplies,8/21/2021,Labels,9.216
Office Supplies,5/6/2022,Labels,122.12
Office Supplies,9/22/2020,Labels,12
Office Supplies,12/18/2020,Labels,18.432
Office Supplies,12/25/2020,Labels,9.216
Office Supplies,5/1/2021,Labels,3.984
Office Supplies,3/17/2022,Labels,4.608
Office Supplies,4/23/2022,Labels,3
Office Supplies,11/4/2022,Labels,4.928
Office Supplies,8/7/2020,Labels,25.06
Office Supplies,12/11/2020,Labels,196.62
Office Supplies,2/7/2021,Labels,7.83
Office Supplies,5/30/2021,Labels,62.1
Office Supplies,8/4/2021,Labels,4.13
Office Supplies,8/4/2021,Labels,9.82
Office Supplies,8/13/2021,Labels,103.6
Office Supplies,9/5/2021,Labels,25.06
